employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
74124,Finance,region_13,Master's & above,m,other,2,35,5.0,2,0,0,98,1
3833,Technology,region_15,Bachelor's,m,sourcing,1,31,5.0,7,1,0,81,1
54926,Legal,region_27,Bachelor's,m,sourcing,1,28,5.0,2,1,0,59,1
50053,Technology,region_14,Bachelor's,m,other,2,29,5.0,5,1,0,81,1
53489,HR,region_7,Master's & above,m,other,2,40,3.0,6,0,0,66,1
12675,Analytics,region_30,Bachelor's,m,other,2,32,3.0,3,1,1,93,1
46522,Sales & Marketing,region_2,Master's & above,m,other,1,39,4.0,11,1,0,49,1
66100,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,1.0,4,1,0,88,1
36545,Sales & Marketing,region_13,Bachelor's,m,other,1,50,3.0,16,1,0,51,1
66168,Sales & Marketing,region_2,Bachelor's,m,other,1,28,4.0,4,1,1,59,1
63108,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,5.0,3,0,0,59,1
36962,Technology,region_2,Bachelor's,f,sourcing,2,30,5.0,2,1,0,79,1
11350,Operations,region_2,Master's & above,f,other,1,54,5.0,9,1,0,61,1
16737,Finance,region_11,Bachelor's,m,sourcing,1,31,5.0,2,0,0,72,1
20622,Procurement,region_22,Bachelor's,m,other,3,30,4.0,5,1,0,82,1
71486,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,30,5.0,8,0,0,60,1
57857,Sales & Marketing,region_2,Master's & above,m,other,1,38,5.0,6,1,0,52,1
20221,Operations,region_22,Master's & above,f,other,1,44,5.0,4,1,0,58,1
47303,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,33,3.0,7,1,0,50,1
53453,Procurement,region_2,Master's & above,f,sourcing,1,56,3.0,3,0,1,88,1
21276,Analytics,region_22,Bachelor's,m,sourcing,1,31,3.0,8,0,0,83,1
6322,Operations,region_29,Bachelor's,m,sourcing,1,30,5.0,5,0,0,68,1
77648,Operations,region_22,Master's & above,m,sourcing,2,32,4.0,5,0,0,76,1
7215,Finance,region_7,Master's & above,m,other,2,38,4.0,4,0,0,76,1
8398,Procurement,region_7,Bachelor's,f,other,1,31,1.0,7,1,0,73,1
28354,Analytics,region_6,Bachelor's,m,other,1,33,5.0,6,1,0,89,1
36857,Analytics,region_22,Bachelor's,m,sourcing,1,29,3.0,2,1,0,82,1
77427,Analytics,region_25,Master's & above,m,sourcing,1,34,5.0,8,0,0,90,1
51657,Finance,region_3,Bachelor's,f,other,1,31,5.0,5,0,0,71,1
1035,Sales & Marketing,region_2,Master's & above,f,other,1,41,5.0,9,0,0,64,1
38465,Procurement,region_17,Master's & above,f,referred,1,39,3.0,7,1,0,72,1
19015,Technology,region_25,Bachelor's,f,other,1,30,2.0,2,0,0,86,1
20729,Operations,region_22,Master's & above,f,sourcing,2,36,5.0,7,1,0,64,1
47121,Operations,region_11,Bachelor's,f,sourcing,1,30,5.0,2,1,0,92,1
50938,HR,region_2,Master's & above,f,other,1,36,5.0,2,1,0,47,1
8621,Sales & Marketing,region_27,Bachelor's,m,other,1,32,3.0,8,1,0,98,1
20931,Analytics,region_14,Bachelor's,m,sourcing,1,30,5.0,4,1,1,83,1
71848,Procurement,region_2,Bachelor's,f,other,1,28,5.0,7,1,0,94,1
20527,HR,region_22,Master's & above,m,other,1,31,3.0,5,1,1,50,1
10283,Sales & Marketing,region_6,Bachelor's,m,other,1,29,4.0,2,1,0,50,1
55505,Operations,region_2,Bachelor's,m,other,3,49,5.0,16,0,0,71,1
33411,Analytics,region_2,Bachelor's,m,other,1,28,4.0,4,1,0,81,1
74875,Analytics,region_28,Bachelor's,m,other,1,39,5.0,7,1,0,85,1
46451,Operations,region_8,Bachelor's,m,sourcing,1,45,3.0,15,0,0,77,1
51493,Analytics,region_7,Bachelor's,m,other,1,40,3.0,4,0,0,87,1
76417,Analytics,region_30,Bachelor's,m,other,1,28,5.0,4,0,1,85,1
67252,Operations,region_22,Bachelor's,m,sourcing,1,28,5.0,5,1,0,59,1
52451,Procurement,region_27,Bachelor's,f,sourcing,1,32,5.0,5,1,0,69,1
54501,Technology,region_23,Master's & above,m,sourcing,1,53,2.0,16,0,0,90,1
39430,Sales & Marketing,region_16,Master's & above,m,other,1,45,5.0,5,1,0,51,1
18693,Operations,region_22,Bachelor's,m,sourcing,2,29,5.0,5,0,0,64,1
64014,Sales & Marketing,region_28,Master's & above,m,sourcing,1,36,4.0,4,1,1,92,1
4628,Sales & Marketing,region_2,Bachelor's,f,other,1,44,5.0,12,1,0,51,1
75296,Analytics,region_22,Bachelor's,f,other,2,28,4.0,3,1,0,85,1
3387,Procurement,region_15,Bachelor's,f,other,1,36,3.0,3,1,0,69,1
45123,Operations,region_14,Bachelor's,f,other,1,34,5.0,10,1,0,53,1
49728,Technology,region_2,Bachelor's,m,sourcing,1,26,5.0,2,1,1,79,1
49968,Technology,region_4,Master's & above,f,other,1,31,5.0,4,1,0,85,1
31150,Analytics,region_22,Master's & above,f,other,1,36,5.0,10,0,0,85,1
64139,Sales & Marketing,region_23,Bachelor's,m,other,1,26,5.0,2,0,0,59,1
65758,Analytics,region_24,Bachelor's,m,other,1,28,5.0,3,0,0,87,1
34610,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,4.0,6,1,0,59,1
42237,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,5.0,10,1,0,54,1
69452,Procurement,region_2,Bachelor's,m,sourcing,1,48,3.0,19,1,0,75,1
70811,Sales & Marketing,region_27,Master's & above,m,sourcing,1,36,5.0,4,1,0,54,1
54737,Sales & Marketing,region_23,Master's & above,m,other,2,44,4.0,6,1,0,61,1
2797,Sales & Marketing,region_7,Master's & above,m,sourcing,1,40,4.0,4,1,1,51,1
41179,Analytics,region_7,Bachelor's,m,other,1,34,3.0,4,1,0,86,1
69686,Analytics,region_22,Bachelor's,m,sourcing,3,28,5.0,7,1,0,84,1
30474,Sales & Marketing,region_22,Bachelor's,m,referred,2,27,4.0,4,1,0,51,1
1461,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4.0,3,0,0,63,1
65827,Technology,region_23,Bachelor's,f,other,1,29,5.0,5,0,0,91,1
42915,Procurement,region_7,Bachelor's,m,other,1,33,3.0,3,1,0,66,1
32274,Technology,region_1,Master's & above,f,other,1,35,5.0,7,1,0,79,1
13554,Operations,region_15,Bachelor's,m,sourcing,2,32,3.0,6,1,0,62,1
73850,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,3.0,6,1,1,50,1
13113,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,5.0,6,1,0,49,1
76558,Legal,region_22,Bachelor's,m,other,1,30,4.0,2,1,0,59,1
63315,Operations,region_2,Master's & above,f,sourcing,1,51,5.0,23,1,0,95,1
43205,Finance,region_4,Bachelor's,m,other,2,33,5.0,7,0,1,71,1
77955,Sales & Marketing,region_3,Bachelor's,m,sourcing,2,30,4.0,5,1,0,89,1
24818,Sales & Marketing,region_2,Bachelor's,m,other,1,43,4.0,4,1,0,93,1
15148,Operations,region_15,Bachelor's,m,sourcing,2,41,4.0,7,1,0,70,1
1779,Procurement,region_2,Master's & above,f,sourcing,1,35,3.0,9,1,0,70,1
42201,Operations,region_22,Bachelor's,m,sourcing,1,27,5.0,5,1,0,59,1
31708,Operations,region_3,Master's & above,m,sourcing,1,45,5.0,2,0,1,76,1
69973,Technology,region_7,Master's & above,m,sourcing,2,39,3.0,5,1,0,80,1
66337,Procurement,region_2,Bachelor's,m,sourcing,1,33,5.0,5,1,0,66,1
66656,Operations,region_19,Master's & above,m,other,1,37,3.0,4,1,0,58,1
43888,Technology,region_1,Master's & above,f,sourcing,1,35,3.0,5,1,0,96,1
31240,Technology,region_2,Below Secondary,m,referred,1,23,3.0,2,1,0,81,1
29177,Analytics,region_22,Bachelor's,m,referred,2,29,5.0,3,1,0,85,1
46872,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,4.0,15,0,0,62,1
61796,Sales & Marketing,region_16,Bachelor's,m,other,1,39,3.0,11,0,1,97,1
73450,Sales & Marketing,region_25,Master's & above,m,other,1,39,1.0,7,1,0,51,1
21469,Analytics,region_4,Master's & above,m,other,2,34,5.0,4,1,0,86,1
72774,Analytics,region_22,Bachelor's,m,referred,1,30,4.0,6,1,0,93,1
26149,Sales & Marketing,region_23,Bachelor's,m,other,1,31,5.0,7,1,0,49,1
1659,Operations,region_22,Bachelor's,f,referred,2,35,3.0,7,1,0,57,1
6975,R&D,region_7,Master's & above,m,other,1,30,3.0,5,0,0,86,1
20908,Operations,region_24,Bachelor's,f,other,1,30,3.0,2,1,0,60,1
17463,Operations,region_15,Bachelor's,m,other,2,34,5.0,6,0,0,75,1
73250,Operations,region_7,Bachelor's,f,other,1,40,3.0,15,0,0,68,1
38197,Operations,region_7,Bachelor's,f,sourcing,1,26,3.0,2,1,0,57,1
78035,Technology,region_16,Bachelor's,m,sourcing,1,36,5.0,10,1,0,81,1
1820,Technology,region_2,Bachelor's,m,sourcing,1,29,3.0,2,1,0,80,1
17842,Technology,region_2,Bachelor's,m,other,2,27,3.0,2,0,1,88,1
72057,Analytics,region_22,Bachelor's,f,sourcing,1,28,5.0,3,0,0,89,1
23641,Legal,region_22,Bachelor's,f,other,1,31,5.0,4,1,0,57,1
72115,Operations,region_2,Bachelor's,f,sourcing,1,31,1.0,7,1,1,60,1
58627,Operations,region_7,Bachelor's,m,sourcing,1,34,5.0,5,1,0,59,1
59665,Operations,region_32,Bachelor's,f,sourcing,1,35,5.0,4,1,0,60,1
16962,Operations,region_4,Master's & above,f,other,1,44,5.0,5,1,0,97,1
17169,Analytics,region_25,Master's & above,m,other,3,35,5.0,3,0,0,87,1
5263,Operations,region_32,Bachelor's,m,other,2,33,3.0,9,1,0,62,1
18834,Technology,region_2,Bachelor's,f,other,1,33,5.0,2,0,0,90,1
12145,Procurement,region_22,Master's & above,f,sourcing,1,34,3.0,5,1,0,94,1
15649,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,3.0,2,0,0,63,1
16227,Sales & Marketing,region_2,Master's & above,f,sourcing,1,34,1.0,2,0,0,65,1
18820,Procurement,region_20,Bachelor's,f,other,1,30,3.0,5,0,0,75,1
36046,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,2.0,3,0,0,69,1
70642,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,40,5.0,2,0,0,62,1
62964,Operations,region_32,Bachelor's,m,sourcing,1,40,5.0,8,1,0,66,1
25948,Technology,region_31,Master's & above,m,other,1,34,5.0,4,1,0,77,1
24672,Operations,region_14,Bachelor's,m,sourcing,1,44,5.0,6,1,0,62,1
1117,Sales & Marketing,region_7,Bachelor's,m,other,1,33,5.0,7,1,0,47,1
76969,Finance,region_2,Below Secondary,m,sourcing,1,21,5.0,2,0,0,72,1
13021,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,28,4.0,4,1,0,47,1
33234,Finance,region_31,Bachelor's,m,sourcing,4,24,3.0,2,1,0,64,1
64206,Analytics,region_21,Bachelor's,m,other,1,26,5.0,3,1,0,87,1
13229,Operations,region_13,Master's & above,m,other,1,55,5.0,13,1,0,62,1
69392,Technology,region_13,Bachelor's,f,other,1,31,5.0,4,1,0,75,1
20241,Sales & Marketing,region_10,Master's & above,m,other,1,35,5.0,6,1,0,47,1
67446,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3.0,7,1,0,50,1
22966,Technology,region_22,Master's & above,m,sourcing,1,32,5.0,7,0,0,92,1
76219,Operations,region_15,Bachelor's,m,sourcing,1,35,3.0,4,0,1,72,1
29319,Sales & Marketing,region_2,Bachelor's,m,other,1,39,3.0,8,0,0,61,1
29505,Procurement,region_2,Bachelor's,m,other,1,39,1.0,10,1,0,70,1
41617,Technology,region_25,Bachelor's,m,sourcing,2,32,2.0,5,0,0,92,1
16830,Operations,region_16,Bachelor's,f,sourcing,1,32,4.0,2,1,0,61,1
43274,Technology,region_7,Bachelor's,f,other,1,27,5.0,3,1,0,75,1
7299,Analytics,region_7,Master's & above,m,other,1,34,5.0,7,0,0,82,1
45898,Finance,region_23,Bachelor's,m,other,1,33,1.0,7,1,0,60,1
43685,Technology,region_26,Bachelor's,m,other,1,32,5.0,6,0,0,85,1
22905,Finance,region_2,Bachelor's,f,other,1,30,4.0,2,1,0,75,1
13805,Sales & Marketing,region_28,Master's & above,m,other,1,33,4.0,3,1,0,49,1
17926,Operations,region_7,Bachelor's,m,other,1,32,3.0,4,1,1,58,1
42799,Sales & Marketing,region_25,Master's & above,m,other,1,37,3.0,6,1,0,50,1
34510,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,2.0,3,1,0,54,1
49500,Analytics,region_4,Master's & above,m,sourcing,1,35,3.0,10,0,0,84,1
25875,Finance,region_2,Bachelor's,m,other,1,33,5.0,6,1,0,59,1
32890,Operations,region_22,Bachelor's,m,other,3,34,3.0,5,1,0,59,1
48560,Operations,region_2,Bachelor's,f,sourcing,1,32,5.0,3,1,0,60,1
74609,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,5.0,3,1,0,51,1
22529,HR,region_2,Master's & above,f,other,1,39,4.0,7,1,0,48,1
55390,Technology,region_3,Bachelor's,m,other,2,28,5.0,3,1,0,79,1
13006,Operations,region_22,Bachelor's,m,other,1,33,5.0,5,1,0,57,1
74706,Analytics,region_15,Bachelor's,m,other,1,29,3.0,8,0,0,92,1
46560,Procurement,region_23,Bachelor's,m,other,1,29,5.0,3,0,0,86,1
19669,Analytics,region_22,Bachelor's,f,sourcing,1,31,5.0,4,1,0,83,1
442,Sales & Marketing,region_7,Master's & above,m,other,1,42,5.0,16,0,1,98,1
62939,R&D,region_7,Bachelor's,m,other,1,29,5.0,2,1,0,81,1
55795,Operations,region_2,Bachelor's,m,other,1,35,4.0,6,1,0,60,1
56273,Procurement,region_2,Master's & above,m,other,1,49,3.0,3,1,1,70,1
14834,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,3,0,0,71,1
6469,Technology,region_2,Bachelor's,m,sourcing,2,34,3.0,3,0,1,92,1
62210,Sales & Marketing,region_28,Master's & above,m,other,1,40,5.0,6,1,0,50,1
40874,Technology,region_22,Master's & above,f,sourcing,1,33,3.0,6,1,0,75,1
48906,Finance,region_6,Bachelor's,f,other,1,28,5.0,3,1,0,97,1
74852,Technology,region_15,Master's & above,m,sourcing,1,41,2.0,11,1,0,79,1
2533,Technology,region_4,Master's & above,m,sourcing,2,36,4.0,7,1,0,80,1
39312,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,4.0,7,0,0,62,1
69776,Sales & Marketing,region_17,Master's & above,m,sourcing,2,37,3.0,5,1,1,52,1
12065,Sales & Marketing,region_2,Master's & above,m,referred,1,33,5.0,6,1,0,86,1
4794,Sales & Marketing,region_27,Bachelor's,m,other,1,32,5.0,4,1,0,55,1
69783,Procurement,region_2,Below Secondary,m,other,1,25,3.0,2,0,0,78,1
29383,Technology,region_15,Bachelor's,f,sourcing,2,30,3.0,7,0,0,90,1
6792,Operations,region_2,Master's & above,f,sourcing,1,39,5.0,8,1,0,62,1
73469,Technology,region_17,Bachelor's,m,sourcing,1,33,3.0,10,1,0,76,1
62340,Sales & Marketing,region_4,Bachelor's,m,other,1,30,5.0,3,1,1,49,1
50744,Operations,region_23,Bachelor's,f,other,1,31,3.0,9,1,0,60,1
19187,Technology,region_2,Master's & above,m,sourcing,1,40,5.0,10,1,0,78,1
63109,Finance,region_7,Master's & above,m,other,1,31,2.0,6,0,1,72,1
315,HR,region_2,Bachelor's,m,other,1,49,3.0,6,0,1,62,1
49234,Operations,region_19,Bachelor's,m,other,1,36,5.0,9,0,0,74,1
76247,HR,region_27,Bachelor's,m,sourcing,1,26,5.0,3,1,0,50,1
62962,Operations,region_2,Master's & above,f,other,1,55,5.0,11,1,0,85,1
48920,Operations,region_7,Master's & above,m,sourcing,1,55,5.0,15,0,0,76,1
28964,Procurement,region_17,Bachelor's,f,other,1,33,5.0,7,1,0,92,1
23779,Procurement,region_2,Master's & above,f,sourcing,1,32,3.0,5,1,0,70,1
23832,Operations,region_15,Bachelor's,m,sourcing,1,37,3.0,7,1,0,55,1
48024,Technology,region_23,Master's & above,m,other,1,32,3.0,5,1,0,79,1
47372,Procurement,region_2,Master's & above,f,sourcing,1,35,5.0,10,0,0,80,1
77998,Procurement,region_15,Bachelor's,f,other,1,39,5.0,7,0,0,85,1
47873,Procurement,region_15,Bachelor's,m,other,1,30,3.0,5,0,0,86,1
18644,R&D,region_22,Bachelor's,m,referred,1,27,5.0,6,1,0,94,1
72596,Procurement,region_22,Master's & above,m,other,1,54,3.0,15,0,1,82,1
27031,Sales & Marketing,region_16,Bachelor's,m,other,1,36,4.0,10,1,0,60,1
10432,Operations,region_27,Bachelor's,m,other,1,31,5.0,6,1,0,94,1
15206,Operations,region_22,Bachelor's,f,other,2,31,3.0,4,1,0,55,1
73761,Operations,region_2,Master's & above,f,sourcing,1,40,4.0,2,1,0,62,1
36969,Operations,region_22,Bachelor's,f,other,1,35,5.0,4,1,0,59,1
36505,Technology,region_20,Bachelor's,m,sourcing,1,26,5.0,3,1,0,81,1
57840,Legal,region_7,Master's & above,m,other,1,54,5.0,18,0,0,94,1
76995,Procurement,region_3,Bachelor's,m,other,2,30,3.0,4,1,0,71,1
73824,Finance,region_28,Bachelor's,m,sourcing,2,29,5.0,3,1,0,56,1
30042,Operations,region_15,Bachelor's,m,sourcing,1,36,5.0,9,1,0,61,1
31705,Operations,region_2,Bachelor's,f,sourcing,1,37,5.0,11,1,0,57,1
35718,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,34,5.0,6,1,0,51,1
7119,Analytics,region_30,Bachelor's,m,sourcing,1,29,5.0,4,0,0,85,1
66039,Operations,region_28,Bachelor's,m,other,1,26,3.0,3,0,1,74,1
3657,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3.0,6,1,1,96,1
6162,Operations,region_22,Bachelor's,f,sourcing,1,34,3.0,5,1,1,62,1
65573,Technology,region_27,Bachelor's,f,sourcing,1,28,3.0,2,1,0,80,1
58681,Finance,region_2,Bachelor's,m,other,2,60,4.0,9,0,0,70,1
69252,Technology,region_7,Bachelor's,f,other,1,32,1.0,4,1,0,79,1
28755,Operations,region_22,Bachelor's,m,other,1,33,5.0,6,0,0,74,1
32309,Operations,region_22,Bachelor's,m,other,1,31,4.0,5,1,0,61,1
15118,Technology,region_22,Bachelor's,f,other,1,29,3.0,2,1,0,80,1
11114,Technology,region_7,Master's & above,m,sourcing,1,40,3.0,6,1,0,82,1
29956,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,2,1,0,99,1
844,Operations,region_22,Bachelor's,f,other,2,33,5.0,6,0,0,70,1
41747,Operations,region_23,Master's & above,m,other,1,38,3.0,9,1,0,57,1
48734,Operations,region_28,Master's & above,m,sourcing,1,33,3.0,5,1,0,59,1
911,Procurement,region_7,Bachelor's,m,other,2,32,5.0,7,1,0,66,1
30634,Operations,region_6,Bachelor's,m,sourcing,1,26,5.0,2,1,0,62,1
13498,Sales & Marketing,region_31,Bachelor's,m,other,1,34,5.0,10,1,0,53,1
54218,Procurement,region_15,Master's & above,f,other,1,32,3.0,3,0,0,85,1
41122,Analytics,region_4,Bachelor's,m,other,1,38,4.0,10,0,0,85,1
46875,Operations,region_4,Master's & above,m,other,1,38,3.0,4,1,0,98,1
67045,Sales & Marketing,region_2,Master's & above,m,other,1,37,4.0,2,1,0,64,1
73484,Analytics,region_22,Master's & above,m,other,1,34,5.0,8,1,0,82,1
23626,Technology,region_2,Bachelor's,f,sourcing,1,31,2.0,8,1,0,81,1
33124,Operations,region_2,Master's & above,m,other,1,52,1.0,19,0,0,70,1
48070,Technology,region_7,Master's & above,f,sourcing,1,39,3.0,11,0,0,88,1
27775,Technology,region_7,Bachelor's,m,other,1,52,5.0,4,0,1,89,1
23234,HR,region_3,Master's & above,m,other,1,32,4.0,4,1,1,89,1
19173,Sales & Marketing,region_7,Master's & above,m,sourcing,1,33,5.0,7,1,1,90,1
23722,Analytics,region_7,Master's & above,m,sourcing,1,34,5.0,4,1,0,81,1
11632,Procurement,region_2,Bachelor's,f,sourcing,1,52,5.0,6,1,0,67,1
25131,Technology,region_11,Bachelor's,m,sourcing,1,31,5.0,7,0,0,81,1
73512,HR,region_7,Master's & above,m,other,2,31,3.0,2,0,0,57,1
55587,Technology,region_17,Bachelor's,f,other,1,30,5.0,4,1,0,76,1
49476,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,50,3.0,18,1,0,47,1
59691,Analytics,region_28,Bachelor's,m,other,1,28,5.0,2,0,1,85,1
31428,Operations,region_13,Bachelor's,f,other,1,49,4.0,17,1,0,89,1
28154,Sales & Marketing,region_7,Bachelor's,m,other,2,35,3.0,7,1,1,47,1
14494,Legal,region_22,Bachelor's,m,referred,1,29,3.0,3,1,0,60,1
61696,Technology,region_25,Master's & above,f,sourcing,1,34,3.0,7,1,0,82,1
49594,Procurement,region_31,Master's & above,f,other,1,38,4.0,3,1,0,71,1
28057,Operations,region_2,Bachelor's,f,other,1,32,3.0,5,0,0,70,1
8277,Analytics,region_17,Bachelor's,m,other,1,30,5.0,6,0,0,83,1
67242,Operations,region_2,Bachelor's,m,other,1,35,4.0,3,1,0,61,1
51515,Technology,region_15,Bachelor's,m,sourcing,2,35,2.0,9,0,0,90,1
77204,Analytics,region_22,Master's & above,m,sourcing,1,39,3.0,4,1,0,85,1
17566,Operations,region_4,Bachelor's,f,other,1,38,3.0,10,0,0,63,1
48655,Procurement,region_7,Master's & above,m,sourcing,1,34,1.0,4,0,1,94,1
62252,Legal,region_2,Bachelor's,m,other,1,37,2.0,7,1,1,89,1
67831,Sales & Marketing,region_28,Master's & above,m,other,1,32,5.0,7,0,1,85,1
9586,Sales & Marketing,region_22,Bachelor's,m,other,1,29,3.0,4,0,0,58,1
5085,Technology,region_26,Master's & above,m,sourcing,2,32,4.0,2,1,0,82,1
66072,Analytics,region_20,Bachelor's,m,sourcing,1,29,5.0,2,1,1,95,1
62508,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,1.0,7,1,0,48,1
68060,Sales & Marketing,region_22,Bachelor's,m,other,1,43,4.0,6,1,0,51,1
22917,Sales & Marketing,region_2,Bachelor's,m,other,1,36,5.0,5,1,0,46,1
25486,Analytics,region_22,Bachelor's,m,other,1,28,3.0,4,1,0,85,1
58148,Analytics,region_7,Bachelor's,m,sourcing,1,30,4.0,3,0,0,91,1
63598,Sales & Marketing,region_14,Bachelor's,f,sourcing,2,33,2.0,8,1,0,47,1
55943,Analytics,region_25,Bachelor's,m,other,1,28,3.0,4,0,0,88,1
13537,Operations,region_11,Bachelor's,m,sourcing,2,33,3.0,7,1,0,57,1
24013,Operations,region_7,Master's & above,m,sourcing,3,44,5.0,6,0,0,72,1
38631,Sales & Marketing,region_4,Master's & above,m,other,1,38,5.0,8,0,0,60,1
15424,Operations,region_22,Master's & above,f,sourcing,1,34,5.0,7,1,0,56,1
71661,Analytics,region_32,Bachelor's,m,other,3,28,3.0,2,1,0,88,1
51889,Operations,region_13,Bachelor's,f,sourcing,1,41,4.0,4,1,0,71,1
52855,Technology,region_15,Master's & above,f,other,3,32,4.0,2,1,0,80,1
38101,Operations,region_4,Bachelor's,m,sourcing,1,45,4.0,2,1,0,61,1
65048,Technology,region_17,Bachelor's,f,sourcing,1,30,5.0,6,1,0,80,1
71395,Sales & Marketing,region_23,Master's & above,m,other,1,36,4.0,2,1,0,48,1
72416,Procurement,region_2,Bachelor's,f,sourcing,1,31,2.0,5,1,0,71,1
60311,Procurement,region_14,Master's & above,m,sourcing,1,38,5.0,3,1,0,71,1
76443,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,4.0,5,1,1,64,1
33739,Analytics,region_7,Bachelor's,m,sourcing,2,32,4.0,2,1,1,81,1
69275,Procurement,region_27,Master's & above,f,sourcing,1,36,4.0,4,1,0,71,1
23256,Analytics,region_22,Bachelor's,m,other,1,29,5.0,7,0,0,88,1
59933,Sales & Marketing,region_13,Bachelor's,m,other,1,43,5.0,5,1,0,52,1
49508,Operations,region_4,Master's & above,f,sourcing,1,44,5.0,3,1,0,59,1
62389,Finance,region_22,Bachelor's,m,sourcing,1,27,3.0,3,0,0,71,1
51301,Analytics,region_22,Bachelor's,m,referred,2,29,2.0,7,1,0,81,1
67690,Procurement,region_8,Bachelor's,m,other,1,27,5.0,4,0,0,97,1
15447,Technology,region_13,Bachelor's,m,sourcing,3,43,5.0,15,1,0,83,1
25996,Analytics,region_28,Bachelor's,m,other,1,28,4.0,4,1,0,85,1
58742,Operations,region_2,Bachelor's,m,sourcing,1,30,5.0,7,0,0,75,1
22453,Operations,region_7,Bachelor's,f,sourcing,1,47,4.0,19,1,0,61,1
65748,Operations,region_7,Master's & above,f,sourcing,1,36,5.0,5,1,0,61,1
57746,Operations,region_22,Bachelor's,f,sourcing,2,38,4.0,10,1,0,56,1
74797,Procurement,region_2,Bachelor's,f,sourcing,1,30,3.0,5,1,1,70,1
62799,Procurement,region_10,Master's & above,f,sourcing,1,32,5.0,5,0,0,92,1
49956,Operations,region_12,Bachelor's,f,other,1,32,5.0,7,1,1,93,1
51920,Technology,region_8,Master's & above,f,sourcing,1,36,5.0,9,0,1,92,1
19966,Sales & Marketing,region_27,Master's & above,m,other,1,37,5.0,3,0,0,56,1
8867,Legal,region_27,Bachelor's,f,other,1,27,2.0,2,1,0,61,1
72966,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,4.0,7,1,0,90,1
40280,Legal,region_22,Bachelor's,m,other,1,35,3.0,4,0,1,70,1
14387,Procurement,region_2,Bachelor's,m,other,3,25,5.0,2,0,0,80,1
68212,Sales & Marketing,region_2,Master's & above,m,referred,1,32,3.0,9,1,0,89,1
26552,Technology,region_7,Bachelor's,m,other,1,40,3.0,10,1,0,74,1
43849,Sales & Marketing,region_28,Bachelor's,m,other,1,39,5.0,9,1,0,45,1
4395,Analytics,region_22,Bachelor's,m,sourcing,1,31,3.0,3,1,0,84,1
31877,Operations,region_32,Bachelor's,f,sourcing,1,30,5.0,3,0,1,66,1
40368,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5.0,5,1,0,51,1
47048,Operations,region_2,Master's & above,f,sourcing,2,39,3.0,10,0,0,99,1
66706,Technology,region_29,Master's & above,f,other,1,31,3.0,3,1,0,77,1
39669,Operations,region_2,Master's & above,f,other,1,51,3.0,12,0,1,73,1
5004,Technology,region_2,Bachelor's,m,sourcing,1,56,5.0,16,1,0,98,1
69573,Procurement,region_2,Master's & above,f,sourcing,1,36,3.0,7,1,0,72,1
58366,Analytics,region_28,Bachelor's,m,other,1,27,5.0,2,1,0,87,1
44454,Procurement,region_7,Bachelor's,f,other,1,32,5.0,3,0,0,80,1
43266,Sales & Marketing,region_28,Bachelor's,m,other,1,28,3.0,2,1,0,49,1
59092,Technology,region_2,Bachelor's,f,other,1,39,4.0,9,1,0,84,1
48239,Technology,region_7,Bachelor's,m,sourcing,1,36,3.0,2,0,0,89,1
40698,Technology,region_16,Master's & above,f,sourcing,1,41,3.0,5,1,0,81,1
13177,Sales & Marketing,region_24,Bachelor's,m,sourcing,4,33,4.0,6,1,1,50,1
71350,Sales & Marketing,region_17,Bachelor's,m,other,1,29,5.0,3,0,1,67,1
32859,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,5.0,2,1,0,46,1
41391,Operations,region_7,Master's & above,m,other,1,38,5.0,7,1,0,59,1
1296,Procurement,region_7,Master's & above,m,other,1,45,5.0,13,1,0,68,1
4484,Operations,region_27,Bachelor's,m,other,1,35,5.0,8,1,0,59,1
